Employee Number,Attrition,Age,Gender,Marital Status,Department,Job Role,BusinessTravel,Daily Rate,Standard Hours,Hourly Rate,Distance From Home,Education,Education Field,Employee Count,Environment Satisfaction,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Number Companies Worked,Over 18,Over Time,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Experience,Training Times Last Year,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Current Manager
449,No,60,Female,Married,Sales,Sales Executive,Travel_Frequently,1499,80,80,28,3,Marketing,1,3,2,3,1,10266,2845,4,Y,No,19,3,4,0,22,5,4,18,13,13,11
450,No,47,Female,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,983,80,65,2,2,Medical,1,1,3,2,4,5070,7389,5,Y,No,13,3,3,3,20,2,3,5,0,0,4
451,No,46,Male,Married,Research & Development,Research Director,Travel_Rarely,1009,80,51,2,3,Life Sciences,1,1,3,4,3,17861,2288,6,Y,No,13,3,3,0,26,2,1,3,2,0,1
452,No,35,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,144,80,46,22,3,Life Sciences,1,4,1,1,3,4230,19225,0,Y,No,15,3,3,0,6,2,3,5,4,4,3
453,No,54,Female,Single,Research & Development,Laboratory Technician,Travel_Rarely,548,80,42,8,4,Life Sciences,1,3,3,2,3,3780,23428,7,Y,No,11,3,3,0,19,3,3,1,0,0,0
454,No,34,Male,Divorced,Research & Development,Research Scientist,Travel_Rarely,1303,80,62,2,4,Life Sciences,1,4,2,1,3,2768,8416,3,Y,No,12,3,3,1,14,3,3,7,3,5,7
455,No,46,Female,Married,Sales,Sales Executive,Travel_Rarely,1125,80,94,10,3,Marketing,1,3,2,3,4,9071,11563,2,Y,Yes,19,3,3,1,15,3,3,3,2,1,2
456,No,31,Male,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,1274,80,33,9,1,Life Sciences,1,3,3,3,2,10648,14394,1,Y,No,25,4,4,1,13,6,4,13,8,0,8
457,Yes,33,Male,Married,Research & Development,Manager,Travel_Rarely,1277,80,56,15,1,Medical,1,2,3,3,3,13610,24619,7,Y,Yes,12,3,4,0,15,2,4,7,6,7,7
458,Yes,33,Male,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,587,80,38,10,1,Medical,1,1,1,1,4,3408,6705,7,Y,No,13,3,1,3,8,2,3,4,3,1,3
459,No,30,Male,Single,Sales,Sales Representative,Travel_Rarely,413,80,57,7,1,Marketing,1,4,3,1,2,2983,18398,0,Y,No,14,3,1,0,4,3,3,3,2,1,2
460,No,35,Male,Married,Research & Development,Healthcare Representative,Travel_Rarely,1276,80,72,16,3,Life Sciences,1,4,3,3,3,7632,14295,4,Y,Yes,12,3,3,0,10,2,3,8,7,0,0
461,Yes,31,Male,Married,Research & Development,Healthcare Representative,Travel_Frequently,534,80,66,20,3,Life Sciences,1,1,3,3,3,9824,22908,3,Y,No,12,3,1,0,12,2,3,1,0,0,0
462,Yes,34,Female,Divorced,Human Resources,Human Resources,Travel_Frequently,988,80,43,23,3,Human Resources,1,2,3,3,1,9950,11533,9,Y,Yes,15,3,3,3,11,2,3,3,2,0,2
463,No,42,Male,Married,Research & Development,Laboratory Technician,Travel_Frequently,1474,80,97,5,2,Other,1,2,3,1,3,2093,9260,4,Y,No,17,3,4,1,8,4,3,2,2,2,0
464,No,36,Male,Single,Sales,Sales Executive,Non-Travel,635,80,32,10,4,Medical,1,2,3,3,4,9980,15318,1,Y,No,14,3,4,0,10,3,2,10,3,9,7
465,Yes,22,Male,Single,Research & Development,Laboratory Technician,Travel_Frequently,1368,80,99,4,1,Technical Degree,1,3,2,1,3,3894,9129,5,Y,No,16,3,3,0,4,3,3,2,2,1,2
466,No,48,Female,Married,Sales,Sales Executive,Travel_Rarely,163,80,37,2,5,Marketing,1,2,3,2,4,4051,19658,2,Y,No,14,3,1,1,14,2,3,9,7,6,7
467,No,55,Female,Single,Sales,Manager,Travel_Rarely,1117,80,83,18,5,Life Sciences,1,1,3,4,2,16835,9873,3,Y,No,23,4,4,0,37,2,3,10,9,7,7
468,No,41,Male,Single,Sales,Sales Executive,Non-Travel,267,80,56,10,2,Life Sciences,1,4,3,2,4,6230,13430,7,Y,No,14,3,4,0,16,3,3,14,3,1,10
469,No,35,Male,Married,Sales,Sales Executive,Travel_Rarely,619,80,85,1,3,Marketing,1,2,3,2,3,4717,18659,9,Y,No,11,3,3,0,15,2,3,11,9,6,9
470,No,40,Female,Single,Research & Development,Manufacturing Director,Travel_Rarely,302,80,75,6,3,Life Sciences,1,2,3,4,3,13237,20364,7,Y,No,15,3,3,0,22,3,3,20,6,5,13
471,No,39,Female,Married,Research & Development,Laboratory Technician,Travel_Frequently,443,80,48,8,1,Life Sciences,1,3,3,1,3,3755,17872,1,Y,No,11,3,1,1,8,3,3,8,3,0,7
472,No,31,Male,Single,Sales,Sales Executive,Travel_Rarely,828,80,77,2,1,Life Sciences,1,2,3,2,4,6582,8346,4,Y,Yes,13,3,3,0,10,2,4,6,5,0,5
473,No,42,Male,Married,Research & Development,Manufacturing Director,Travel_Rarely,319,80,56,24,3,Medical,1,4,3,3,1,7406,6950,1,Y,Yes,21,4,4,1,10,5,2,10,9,5,8
474,No,45,Male,Married,Sales,Sales Executive,Travel_Rarely,561,80,61,2,3,Other,1,4,3,2,2,4805,16177,0,Y,No,19,3,2,1,9,3,4,8,7,3,7
475,Yes,26,Female,Divorced,Human Resources,Human Resources,Travel_Frequently,426,80,58,17,4,Life Sciences,1,2,3,1,3,2741,22808,0,Y,Yes,11,3,2,1,8,2,2,7,7,1,0
476,No,29,Male,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,232,80,34,19,3,Technical Degree,1,4,3,2,4,4262,22645,4,Y,No,12,3,2,2,8,2,4,3,2,1,2
477,No,33,Female,Divorced,Research & Development,Research Director,Travel_Rarely,922,80,95,1,5,Medical,1,1,4,4,3,16184,22578,4,Y,No,19,3,3,1,10,2,3,6,1,0,5
478,No,31,Male,Divorced,Sales,Manager,Travel_Rarely,688,80,44,7,3,Life Sciences,1,3,2,3,4,11557,25291,9,Y,No,21,4,3,1,10,3,2,5,4,0,1
479,Yes,18,Male,Single,Sales,Sales Representative,Travel_Frequently,1306,80,69,5,3,Marketing,1,2,3,1,2,1878,8059,1,Y,Yes,14,3,4,0,0,3,3,0,0,0,0
480,No,40,Male,Divorced,Sales,Sales Executive,Non-Travel,1094,80,58,28,3,Other,1,3,1,3,1,10932,11373,3,Y,No,15,3,3,1,20,2,3,1,0,0,1
481,No,41,Female,Single,Research & Development,Healthcare Representative,Non-Travel,509,80,62,2,4,Other,1,1,2,2,3,6811,2112,2,Y,Yes,17,3,1,0,10,3,3,8,7,0,7
482,No,26,Male,Divorced,Sales,Sales Executive,Travel_Rarely,775,80,45,29,2,Medical,1,1,3,2,3,4306,4267,5,Y,No,12,3,1,2,8,5,3,0,0,0,0
483,No,35,Female,Single,Sales,Sales Executive,Travel_Rarely,195,80,80,1,3,Medical,1,1,3,2,3,4859,6698,1,Y,No,16,3,4,0,5,3,3,5,4,0,3
484,No,34,Male,Single,Sales,Sales Executive,Travel_Rarely,258,80,74,21,4,Life Sciences,1,4,4,2,4,5337,19921,1,Y,No,12,3,4,0,10,3,3,10,7,5,7
485,Yes,26,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,471,80,66,24,3,Technical Degree,1,3,1,1,4,2340,23213,1,Y,Yes,18,3,2,0,1,3,1,1,0,0,0
486,No,37,Female,Single,Research & Development,Manufacturing Director,Travel_Rarely,799,80,59,1,3,Technical Degree,1,2,3,3,4,7491,23848,4,Y,No,17,3,4,0,12,3,4,6,5,1,2
487,No,46,Female,Married,Research & Development,Healthcare Representative,Travel_Frequently,1034,80,86,18,1,Medical,1,1,3,3,3,10527,8984,5,Y,No,11,3,4,0,28,3,2,2,2,1,2
488,No,41,Female,Married,Sales,Manager,Travel_Rarely,1276,80,91,2,5,Life Sciences,1,2,3,4,1,16595,5626,7,Y,No,16,3,2,1,22,2,3,18,16,11,8
489,No,37,Male,Divorced,Sales,Sales Executive,Non-Travel,142,80,69,9,4,Medical,1,1,3,3,2,8834,24666,1,Y,No,13,3,4,1,9,6,3,9,5,7,7
490,No,52,Male,Divorced,Research & Development,Research Scientist,Travel_Rarely,956,80,78,6,2,Technical Degree,1,4,3,2,1,5577,22087,3,Y,Yes,12,3,2,2,18,3,3,10,9,6,9
491,Yes,32,Male,Married,Sales,Sales Executive,Non-Travel,1474,80,60,11,4,Other,1,4,4,2,3,4707,23914,8,Y,No,12,3,4,0,6,2,3,4,2,1,2
492,No,24,Male,Married,Sales,Sales Representative,Travel_Frequently,535,80,38,24,3,Medical,1,4,3,1,4,2400,5530,0,Y,No,13,3,3,2,3,3,3,2,2,2,1
493,No,38,Female,Married,Research & Development,Healthcare Representative,Travel_Rarely,1495,80,76,10,3,Medical,1,3,3,2,3,9824,22174,3,Y,No,19,3,3,1,18,4,3,1,0,0,0
494,No,37,Female,Married,Research & Development,Manufacturing Director,Travel_Rarely,446,80,65,1,4,Life Sciences,1,2,3,2,2,6447,15701,6,Y,No,12,3,2,1,8,2,2,6,5,4,3
495,No,49,Male,Divorced,Research & Development,Research Director,Travel_Rarely,1245,80,58,18,4,Life Sciences,1,4,2,5,3,19502,2125,1,Y,Yes,17,3,3,1,31,5,3,31,9,0,9
496,No,24,Male,Married,Research & Development,Research Scientist,Travel_Rarely,691,80,89,23,3,Medical,1,2,4,1,4,2725,21630,1,Y,Yes,11,3,2,2,6,3,3,6,5,1,4
497,No,26,Male,Married,Sales,Sales Executive,Travel_Rarely,703,80,66,28,2,Marketing,1,1,3,2,2,6272,7428,1,Y,No,20,4,4,2,6,5,4,5,3,1,4
498,No,24,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,823,80,94,17,2,Other,1,4,2,1,2,2127,9100,1,Y,No,21,4,4,1,1,2,3,1,0,0,0
499,No,50,Male,Married,Human Resources,Manager,Travel_Frequently,1246,80,99,3,3,Medical,1,1,3,5,2,18200,7999,1,Y,No,11,3,3,1,32,2,3,32,5,10,7
500,No,25,Male,Married,Sales,Sales Representative,Travel_Rarely,622,80,40,13,1,Medical,1,2,3,1,3,2096,26376,1,Y,No,11,3,3,0,7,1,3,7,4,0,6
501,Yes,24,Female,Married,Research & Development,Laboratory Technician,Travel_Frequently,1287,80,55,7,3,Life Sciences,1,1,3,1,3,2886,14168,1,Y,Yes,16,3,4,1,6,4,3,6,3,1,2
502,Yes,30,Male,Married,Sales,Sales Representative,Travel_Frequently,448,80,74,12,4,Life Sciences,1,2,2,1,1,2033,14470,1,Y,No,18,3,3,1,1,2,4,1,0,0,0
503,No,34,Male,Married,Research & Development,Research Scientist,Travel_Rarely,254,80,83,1,2,Life Sciences,1,2,2,1,4,3622,22794,1,Y,Yes,13,3,4,1,6,3,3,6,5,1,3
504,Yes,31,Male,Divorced,Sales,Sales Executive,Travel_Rarely,1365,80,46,13,4,Medical,1,2,3,2,1,4233,11512,2,Y,No,17,3,3,0,9,2,1,3,1,1,2
505,No,35,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,538,80,54,25,2,Other,1,1,2,2,4,3681,14004,4,Y,No,14,3,4,0,9,3,3,3,2,0,2
506,No,31,Male,Divorced,Sales,Sales Executive,Travel_Rarely,525,80,66,6,4,Medical,1,1,4,2,4,5460,6219,4,Y,No,22,4,4,2,13,4,4,7,7,5,7
507,No,27,Female,Divorced,Research & Development,Research Scientist,Travel_Rarely,798,80,66,6,4,Medical,1,1,2,1,3,2187,5013,0,Y,No,12,3,3,2,6,5,2,5,3,0,3
508,No,37,Male,Married,Sales,Sales Executive,Travel_Rarely,558,80,75,2,3,Marketing,1,4,3,2,3,9602,3010,4,Y,Yes,11,3,3,1,17,3,2,3,0,1,0
509,No,20,Female,Single,Research & Development,Research Scientist,Travel_Rarely,959,80,83,1,3,Life Sciences,1,4,2,1,2,2836,11757,1,Y,No,13,3,4,0,1,0,4,1,0,0,0
510,No,42,Female,Married,Research & Development,Healthcare Representative,Travel_Rarely,622,80,81,2,4,Life Sciences,1,3,3,2,4,4089,5718,1,Y,No,13,3,2,2,10,4,3,10,2,2,2
511,No,43,Male,Divorced,Research & Development,Research Director,Travel_Rarely,782,80,50,6,4,Other,1,2,2,4,4,16627,2671,4,Y,Yes,14,3,3,1,21,3,2,1,0,0,0
512,No,38,Female,Single,Research & Development,Research Scientist,Travel_Rarely,362,80,43,1,1,Life Sciences,1,3,3,1,1,2619,14561,3,Y,No,17,3,4,0,8,3,2,0,0,0,0
513,No,43,Male,Divorced,Research & Development,Laboratory Technician,Travel_Frequently,1001,80,72,9,5,Medical,1,4,3,2,3,5679,19627,3,Y,Yes,13,3,2,1,10,3,3,8,7,4,7
514,No,48,Female,Married,Research & Development,Manager,Travel_Rarely,1236,80,40,1,4,Life Sciences,1,4,2,4,1,15402,17997,7,Y,No,11,3,1,1,21,3,1,3,2,0,2
515,No,44,Female,Single,Human Resources,Human Resources,Travel_Rarely,1112,80,50,1,4,Life Sciences,1,1,2,2,3,5985,26894,4,Y,No,11,3,2,0,10,1,4,2,2,0,2
516,No,34,Female,Divorced,Sales,Sales Representative,Travel_Rarely,204,80,31,14,3,Technical Degree,1,3,3,1,3,2579,2912,1,Y,Yes,18,3,4,2,8,3,3,8,2,0,6
517,Yes,27,Male,Divorced,Sales,Sales Representative,Travel_Rarely,1420,80,85,2,1,Marketing,1,3,3,1,1,3041,16346,0,Y,No,11,3,2,1,5,3,3,4,3,0,2
518,No,21,Male,Single,Sales,Sales Representative,Travel_Rarely,1343,80,49,22,1,Technical Degree,1,3,3,1,3,3447,24444,1,Y,No,11,3,3,0,3,2,3,3,2,1,2
519,No,44,Male,Married,Research & Development,Manager,Travel_Rarely,1315,80,35,3,4,Other,1,4,3,5,4,19513,9358,4,Y,Yes,12,3,1,1,26,2,4,2,2,0,1
520,No,22,Male,Married,Research & Development,Research Scientist,Travel_Rarely,604,80,69,6,1,Medical,1,1,3,1,3,2773,12145,0,Y,No,20,4,4,0,3,3,3,2,2,2,2
521,No,33,Male,Divorced,Sales,Sales Executive,Travel_Rarely,1216,80,39,8,4,Marketing,1,3,3,2,3,7104,20431,0,Y,No,12,3,4,0,6,3,3,5,0,1,2
522,No,32,Female,Married,Research & Development,Research Scientist,Travel_Rarely,646,80,92,9,4,Life Sciences,1,1,3,2,4,6322,18089,1,Y,Yes,12,3,4,1,6,2,2,6,4,0,5
523,No,30,Female,Divorced,Research & Development,Research Scientist,Travel_Frequently,160,80,71,3,3,Medical,1,3,3,1,3,2083,22653,1,Y,No,20,4,3,1,1,2,3,1,0,0,0
524,No,53,Female,Single,Sales,Sales Executive,Travel_Rarely,238,80,34,1,1,Medical,1,4,3,2,1,8381,7507,7,Y,No,20,4,4,0,18,2,4,14,7,8,10
525,No,34,Male,Married,Research & Development,Research Scientist,Travel_Rarely,1397,80,42,1,5,Life Sciences,1,2,3,1,4,2691,7660,1,Y,No,12,3,4,1,10,4,2,10,9,8,8
526,Yes,45,Female,Married,Sales,Sales Executive,Travel_Frequently,306,80,100,26,4,Life Sciences,1,1,3,2,1,4286,5630,2,Y,No,14,3,4,2,5,4,3,1,1,0,0
527,No,26,Female,Married,Research & Development,Laboratory Technician,Travel_Rarely,991,80,71,6,3,Life Sciences,1,3,3,1,4,2659,17759,1,Y,Yes,13,3,3,1,3,2,3,3,2,0,2
528,No,37,Male,Married,Research & Development,Manufacturing Director,Travel_Rarely,482,80,36,3,3,Other,1,3,3,3,3,9434,9606,1,Y,No,15,3,3,1,10,2,3,10,7,7,8
529,No,29,Female,Married,Sales,Sales Executive,Travel_Rarely,1176,80,62,3,2,Medical,1,2,3,2,3,5561,3487,1,Y,No,14,3,1,1,6,5,2,6,0,1,2
530,No,35,Male,Single,Research & Development,Research Scientist,Travel_Rarely,1017,80,82,6,4,Life Sciences,1,2,1,2,4,6646,19368,1,Y,No,13,3,2,0,17,3,3,17,11,11,8
531,No,33,Male,Divorced,Research & Development,Healthcare Representative,Travel_Frequently,1296,80,30,6,3,Life Sciences,1,3,3,2,4,7725,5335,3,Y,No,23,4,3,1,15,2,1,13,11,4,7
532,No,54,Male,Married,Human Resources,Human Resources,Travel_Rarely,397,80,88,19,4,Medical,1,3,3,3,2,10725,6729,2,Y,No,15,3,3,1,16,1,4,9,7,7,1
533,No,36,Male,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,913,80,48,9,2,Medical,1,2,2,2,2,8847,13934,2,Y,Yes,11,3,3,1,13,2,3,3,2,0,2
534,No,27,Male,Single,Research & Development,Research Scientist,Travel_Rarely,1115,80,54,3,4,Medical,1,1,2,1,4,2045,15174,0,Y,No,13,3,4,0,5,0,3,4,2,1,1
535,Yes,20,Male,Single,Research & Development,Research Scientist,Travel_Rarely,1362,80,32,10,1,Medical,1,4,3,1,3,1009,26999,1,Y,Yes,11,3,4,0,1,5,3,1,0,1,1
536,Yes,33,Male,Single,Research & Development,Research Scientist,Travel_Frequently,1076,80,70,3,3,Life Sciences,1,1,3,1,1,3348,3164,1,Y,Yes,11,3,1,0,10,3,3,10,8,9,7
537,No,35,Male,Married,Research & Development,Laboratory Technician,Non-Travel,727,80,41,3,3,Life Sciences,1,3,2,1,3,1281,16900,1,Y,No,18,3,3,2,1,3,3,1,0,0,0
538,No,23,Male,Married,Research & Development,Research Scientist,Travel_Rarely,885,80,58,4,3,Medical,1,1,4,1,1,2819,8544,2,Y,No,16,3,1,1,5,3,4,3,2,0,2
539,No,25,Male,Married,Sales,Sales Executive,Travel_Rarely,810,80,57,8,3,Life Sciences,1,4,4,2,2,4851,15678,0,Y,No,22,4,3,1,4,4,3,3,2,1,2
540,No,38,Female,Single,Sales,Sales Executive,Travel_Rarely,243,80,46,7,4,Marketing,1,4,2,2,4,4028,7791,0,Y,No,20,4,1,0,8,2,3,7,7,0,5
541,No,29,Male,Divorced,Research & Development,Research Scientist,Travel_Frequently,806,80,76,1,4,Life Sciences,1,2,1,1,4,2720,18959,1,Y,No,18,3,4,1,10,5,3,10,7,2,8
542,No,48,Male,Married,Sales,Sales Executive,Travel_Rarely,817,80,56,2,1,Marketing,1,2,4,2,2,8120,18597,3,Y,No,12,3,4,0,12,3,3,2,2,2,2
543,No,27,Female,Divorced,Sales,Sales Executive,Travel_Frequently,1410,80,71,3,1,Medical,1,4,4,2,4,4647,16673,1,Y,Yes,20,4,2,2,6,3,3,6,5,0,4
544,No,37,Male,Single,Research & Development,Research Scientist,Travel_Rarely,1225,80,80,10,2,Life Sciences,1,4,4,1,4,4680,15232,3,Y,No,17,3,1,0,4,2,3,1,0,0,0
545,No,50,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,1207,80,74,28,1,Medical,1,4,4,1,3,3221,3297,1,Y,Yes,11,3,3,3,20,3,3,20,8,3,8
546,No,34,Female,Single,Research & Development,Healthcare Representative,Travel_Rarely,1442,80,46,9,3,Medical,1,4,2,3,2,8621,17654,1,Y,No,14,3,2,0,9,3,4,8,7,7,7
547,Yes,24,Female,Single,Sales,Sales Executive,Travel_Rarely,693,80,65,3,2,Life Sciences,1,1,3,2,3,4577,24785,9,Y,No,14,3,1,0,4,3,3,2,2,2,0
548,No,39,Female,Single,Research & Development,Healthcare Representative,Travel_Rarely,408,80,80,2,4,Technical Degree,1,4,2,2,3,4553,20978,1,Y,No,11,3,1,0,20,4,3,20,7,11,10
549,No,32,Male,Single,Sales,Sales Executive,Travel_Rarely,929,80,55,10,3,Marketing,1,4,3,2,4,5396,21703,1,Y,No,12,3,4,0,10,2,2,10,7,0,8
550,Yes,50,Male,Married,Sales,Sales Executive,Travel_Frequently,562,80,50,8,2,Technical Degree,1,2,3,2,3,6796,23452,3,Y,Yes,14,3,1,1,18,4,3,4,3,1,3
551,No,38,Female,Single,Research & Development,Healthcare Representative,Travel_Rarely,827,80,33,1,4,Life Sciences,1,2,4,2,4,7625,19383,0,Y,No,13,3,3,0,10,4,2,9,7,1,8
552,No,27,Female,Married,Research & Development,Manufacturing Director,Travel_Rarely,608,80,68,1,2,Life Sciences,1,3,3,3,1,7412,6009,1,Y,No,11,3,4,0,9,3,3,9,7,0,7
553,No,32,Female,Single,Research & Development,Research Director,Travel_Rarely,1018,80,39,3,2,Life Sciences,1,3,3,3,4,11159,19373,3,Y,No,15,3,4,0,10,6,3,7,7,7,7
554,No,47,Male,Single,Sales,Sales Executive,Travel_Rarely,703,80,42,14,4,Marketing,1,4,3,2,1,4960,11825,2,Y,No,12,3,4,0,20,2,3,7,7,1,7
555,No,40,Male,Married,Sales,Sales Executive,Travel_Frequently,580,80,48,5,4,Life Sciences,1,4,2,3,1,10475,23772,5,Y,Yes,21,4,3,1,20,2,3,18,13,1,12
556,No,53,Male,Married,Research & Development,Research Director,Travel_Rarely,970,80,59,7,3,Life Sciences,1,3,4,4,3,14814,13514,3,Y,No,19,3,3,0,32,3,3,5,1,1,3
557,No,41,Male,Divorced,Human Resources,Manager,Travel_Rarely,427,80,73,10,4,Human Resources,1,2,2,5,4,19141,8861,3,Y,No,15,3,2,3,23,2,2,21,6,12,6
558,No,60,Male,Single,Sales,Sales Executive,Travel_Rarely,1179,80,84,16,4,Marketing,1,1,3,2,1,5405,11924,8,Y,No,14,3,4,0,10,1,3,2,2,2,2
559,No,27,Male,Divorced,Research & Development,Manufacturing Director,Travel_Frequently,294,80,32,10,2,Life Sciences,1,4,3,3,1,8793,4809,1,Y,No,21,4,3,2,9,4,2,9,7,1,7
560,No,41,Male,Married,Human Resources,Manager,Travel_Rarely,314,80,59,1,3,Human Resources,1,4,2,5,3,19189,19562,1,Y,No,12,3,2,1,22,3,3,22,7,2,10
561,No,50,Male,Married,Sales,Sales Representative,Travel_Rarely,316,80,54,8,4,Marketing,1,4,3,1,2,3875,9983,7,Y,No,15,3,4,1,4,2,3,2,2,2,2
562,Yes,28,Female,Single,Research & Development,Research Scientist,Travel_Rarely,654,80,67,1,2,Life Sciences,1,1,1,1,2,2216,3872,7,Y,Yes,13,3,4,0,10,4,3,7,7,3,7
563,No,36,Female,Married,Research & Development,Research Director,Non-Travel,427,80,63,8,3,Life Sciences,1,1,4,3,1,11713,20335,9,Y,No,14,3,1,1,10,2,3,8,7,0,5
564,No,38,Female,Single,Research & Development,Manufacturing Director,Travel_Rarely,168,80,81,1,3,Life Sciences,1,3,3,3,3,7861,15397,4,Y,Yes,14,3,4,0,10,4,4,1,0,0,0
565,No,44,Male,Single,Research & Development,Laboratory Technician,Non-Travel,381,80,49,24,3,Medical,1,1,1,1,3,3708,2104,2,Y,No,14,3,3,0,9,5,3,5,2,1,4
566,No,47,Female,Divorced,Sales,Sales Executive,Travel_Frequently,217,80,49,3,3,Medical,1,4,3,4,3,13770,10225,9,Y,Yes,12,3,4,2,28,2,2,22,2,11,13
567,No,30,Male,Divorced,Sales,Sales Executive,Travel_Rarely,501,80,99,27,5,Marketing,1,3,3,2,4,5304,25275,7,Y,No,23,4,4,1,10,2,2,8,7,7,7
568,No,29,Male,Single,Sales,Sales Representative,Travel_Rarely,1396,80,99,10,3,Life Sciences,1,3,3,1,3,2642,2755,1,Y,No,11,3,3,0,1,6,3,1,0,0,0
569,Yes,42,Male,Divorced,Research & Development,Research Scientist,Travel_Frequently,933,80,57,19,3,Medical,1,3,4,1,3,2759,20366,6,Y,Yes,12,3,4,0,7,2,3,2,2,2,2
570,No,43,Male,Married,Sales,Sales Executive,Travel_Frequently,775,80,47,15,3,Life Sciences,1,4,2,2,4,6804,23683,3,Y,No,18,3,3,1,7,5,3,2,2,2,2
571,No,34,Female,Single,Research & Development,Healthcare Representative,Travel_Rarely,970,80,96,8,2,Medical,1,2,3,2,3,6142,7360,3,Y,No,11,3,4,0,10,2,3,5,1,4,3
572,No,23,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,650,80,37,9,1,Medical,1,2,3,1,1,2500,4344,1,Y,No,14,3,4,1,5,2,4,4,3,0,2
573,No,39,Female,Married,Human Resources,Human Resources,Travel_Rarely,141,80,44,3,3,Human Resources,1,3,4,2,2,6389,18767,9,Y,No,15,3,3,1,12,3,1,8,3,3,6
574,No,56,Male,Married,Research & Development,Healthcare Representative,Travel_Rarely,832,80,81,9,3,Medical,1,3,3,4,4,11103,20420,7,Y,No,11,3,3,0,30,1,2,10,7,1,1
575,No,40,Female,Single,Research & Development,Research Scientist,Travel_Rarely,804,80,86,2,1,Medical,1,4,2,1,4,2342,22929,0,Y,Yes,20,4,4,0,5,2,2,4,2,2,3
576,No,27,Female,Single,Research & Development,Healthcare Representative,Travel_Rarely,975,80,55,7,3,Medical,1,4,2,2,1,6811,23398,8,Y,No,19,3,1,0,9,2,1,7,6,0,7
577,No,29,Male,Divorced,Sales,Sales Representative,Travel_Rarely,1090,80,83,10,3,Marketing,1,4,3,1,2,2297,17967,1,Y,No,14,3,4,2,2,2,3,2,2,2,2
578,No,53,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,346,80,86,6,3,Life Sciences,1,4,3,2,4,2450,10919,2,Y,No,17,3,4,0,19,4,3,2,2,2,2
579,No,35,Female,Divorced,Research & Development,Healthcare Representative,Non-Travel,1225,80,61,2,4,Life Sciences,1,4,3,2,1,5093,4761,2,Y,No,11,3,1,1,16,2,4,1,0,0,0
580,No,32,Male,Married,Research & Development,Laboratory Technician,Travel_Frequently,430,80,80,24,4,Life Sciences,1,1,3,2,4,5309,21146,1,Y,No,15,3,4,2,10,2,3,10,8,4,7
581,No,38,Male,Married,Research & Development,Research Scientist,Travel_Rarely,268,80,92,2,5,Medical,1,4,3,1,3,3057,20471,6,Y,Yes,13,3,2,1,6,0,1,1,0,0,1
582,No,34,Female,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,167,80,32,8,5,Life Sciences,1,2,3,2,1,5121,4187,3,Y,No,14,3,3,1,7,3,3,0,0,0,0
583,No,52,Male,Married,Sales,Manager,Travel_Rarely,621,80,31,3,4,Marketing,1,3,2,4,1,16856,10084,1,Y,No,11,3,1,0,34,3,4,34,6,1,16
584,Yes,33,Male,Single,Research & Development,Research Scientist,Travel_Rarely,527,80,63,1,4,Other,1,4,3,1,4,2686,5207,1,Y,Yes,13,3,3,0,10,2,2,10,9,7,8
585,No,25,Female,Single,Sales,Sales Executive,Travel_Rarely,883,80,32,26,1,Medical,1,3,3,2,4,6180,22807,1,Y,No,23,4,2,0,6,5,2,6,5,1,4
586,No,45,Male,Single,Sales,Sales Representative,Travel_Rarely,954,80,46,2,2,Technical Degree,1,2,1,2,3,6632,12388,0,Y,No,13,3,1,0,9,3,3,8,7,3,1
587,No,23,Male,Single,Research & Development,Research Scientist,Travel_Rarely,310,80,79,10,1,Medical,1,1,4,1,3,3505,19630,1,Y,No,18,3,4,0,2,3,3,2,2,0,2
588,Yes,47,Female,Single,Sales,Sales Executive,Travel_Frequently,719,80,77,27,2,Life Sciences,1,2,4,2,3,6397,10339,4,Y,Yes,12,3,4,0,8,2,3,5,4,1,3
589,No,34,Male,Single,Sales,Sales Executive,Travel_Rarely,304,80,60,2,3,Other,1,4,3,2,4,6274,18686,1,Y,No,22,4,3,0,6,5,3,6,5,1,4
590,Yes,55,Male,Married,Research & Development,Manager,Travel_Rarely,725,80,78,2,3,Medical,1,4,3,5,1,19859,21199,5,Y,Yes,13,3,4,1,24,2,3,5,2,1,4
591,No,36,Male,Single,Sales,Sales Executive,Non-Travel,1434,80,76,8,4,Life Sciences,1,1,2,3,1,7587,14229,1,Y,No,15,3,2,0,10,1,3,10,7,0,9
592,No,52,Male,Married,Research & Development,Research Scientist,Non-Travel,715,80,41,19,4,Medical,1,4,3,1,4,4258,26589,0,Y,No,18,3,1,1,5,3,3,4,3,1,2
